,firm_name,firm_address1,firm_address2,firm_city,firm_state,firm_zip,expire_date,create_date,firm_phone,firm_type,Firm_num,GregsNotes,www,domain
2701,CPN ENGINEERING,536 Woodsong Dr,,Norman,OK,73071,4/30/2020,4/17/2003,4057019320,SP,6441,,www.,potawatomi.org
2702,CULP & TANNER INC,55 INDEPENDENCE CIR,Suite 201,CHICO,CA,95973,4/30/2020,4/16/2003,530-895-3518,NS,6443,,www.,culpandtanner.com
2703,ESC Engineering Inc DBA ESC,3540 JFK Parkway,,Ft. Collins,CO,80525,4/30/2020,4/16/2003,970 212-1512,NS,6446,,www.,thinkesc.com
2704,ENGINEERING ECONOMICS INC,"780 Simms St., Ste 210",,GOLDEN,CO,80401,4/30/2020,4/16/2003,3032398700,NS,6447,,www.,eeiengineers.com
2705,GATTER & DIEHL INC,100 Winding Creek Blvd,,Mechanicsburg,PA,17050,4/30/2020,4/17/2003,717-657-9700,NS,6449,,www.,gatterdiehl.com
2706,George M Amthor III DBA GMA Engineering & Surveying,George M. Amthor III ,1807 W. Wallace St.,San Saba,TX,76877-7503,4/30/2020,4/17/2003,3253723028,NS,6450,,www.,mapquest.com
2707,"Group Structural Engineers, Inc. DBA Group Structural Engineers, Inc.","3626 N. Hall Street, Suite 810",,Dallas,TX,75219,4/30/2020,4/16/2003,214-397-0455,NS,6452,,www.,groupstructural.com
2708,J M Robertson Inc. DBA AmOrient Engineering,P. O. Box 6247,,Tamuning,GU,96931,4/30/2020,4/16/2003,6714723301,NS,6457,,www.,govtribe.com
2709,JOHN A TONEY PE,318 LAGO CIRCLE DR N,,SANTA FE,TX,77517,4/30/2020,4/16/2003,281-413-5473,SP,6458,,www.,whitepages.com
2710,KPRO Engineering Inc,1919 Laverne St.,,Houston,TX,77080,4/30/2020,4/16/2003,2815971113,SP,6459,,www.,kpro.com
2711,OMEGA ENGINEERING,1205 Texas Star Parkway  #100,,Euless,TX,76040,4/30/2020,4/16/2003,817-475-9419,SP,6464,,www.,omegaengineers.com
2712,Paul D. Ernst,P. O. Box 1551,,Wichita Falls,TX,76307,4/30/2020,4/16/2003,9407238127,SP,6465,,www.,mineralholders.com
2713,R C & E Inc,1350 Forum Way S.,,Ft. Worth,TX,76140,4/30/2020,4/17/2003,8173480600,NS,6472,,www.,rce-nh3.com
2714,SOUND & VIBRATION ENGINEERING,2255 BROADLAWN DR,,HOUSTON,TX,77058-2259,4/30/2020,4/17/2003,713-962-6878,SP,6475,,www.,linkedin.com
2715,SMC Consulting Engineers PC,815 W Main,,Oklahoma City,OK,73106,4/30/2020,4/17/2003,405 232 7715,NS,6476,,www.,smcokc.com
2716,STEPHEN HELLER & ASSOCIATES,215 Whispering Ridge Terrace,,HOUSTON,TX,77094,4/30/2020,4/17/2003,2815792004,NS,6477,,www.,eshairisk.com
2717,Swaim Engineering and Surveying,506 N Mason St,,Bowie,TX,76230,4/30/2020,4/16/2003,9408725075,NS,6478,,www.,swaimengineering.com
2718,THE THOMAS M GRUBBS CORP,P O BOX 550,,RICHARDS,TX,77873,4/30/2020,4/17/2003,936 851 0143,NS,6479,,www.,thomasmgrubbscorp.com
2719,"WARDLAW & LASSEIGNE, LLC",554 COLONIAL DR,,BATON ROUGE,LA,70806,4/30/2020,4/16/2003,225 926 1432,NS,6482,,www.,wl-structure.com
2720,Telios Corporation,146 Payne Street,,Dallas,TX,75207,4/30/2020,4/18/2003,2147446199,NS,6494,,www.,teliospc.com
2721,ARMKO INDUSTRIES INC,1320 SPINKS RD,,FLOWER MOUND,TX,75028,4/30/2020,4/25/2003,972-874-1388,NS,6498,,www.,armko.com
2722,Bartlett & West Inc,251 Little Falls Dr,,Wilmington,KS,19808,4/30/2020,4/25/2003,7852722252,NS,6499,,www.,bartlettwest.com
2723,Foundation Assessment Inc DBA Engineering Design & Assessment,613 Stonefield Lane,,Cedar Hill,TX,75104,4/30/2020,4/25/2003,2147046699,SP,6504,,www.,bbb.org
2724,GLOBAL ENGINEERING & CONSTRUCTION INC,P O BOX 837,,SIOUX CITY,IA,51102,4/30/2020,4/25/2003,7122588337,NS,6506,,www.,gecbuilt.com
2725,LACY & EBELING ENGINEERING INC,P. O. BOX 2464,,GREAT FALLS,MT,59403,4/30/2020,4/25/2003,406 761 1088,NS,6511,,www.,le-eng.com
2726,PROJECT ASSOCIATES INC,P O BOX 15395,,EVANSVILLE,IN,47716-0395,4/30/2020,4/25/2003,812-473-2424,NS,6515,,www.,projectassociatesinc.com
2727,REFRIGERATIONS SPECIALISTS INC DBA AC&R SPECIALISTS,P O BOX 837,,SIOUX CITY,IA,51102,4/30/2020,4/25/2003,7122558722,NS,6516,,www.,govtribe.com
2728,THE KACHELE GROUP INC,826 N Lewis Road,,Limerick,PA,19468,4/30/2020,4/25/2003,8563467111,NS,6519,,www.,thekachelegroup.com
2729,"Thompson Engineering Services, LLC",PO Box 1500,,Englewood,TN,37329,4/30/2020,4/25/2003,423 781 7336,SP,6520,,www.,alignable.com
2730,"Professional Resources Group, Inc. DBA Water Resources Management, LLC; Owners Building Resource, LLC",PO Box 470,,Bremond,TX,76629,4/30/2020,4/25/2003,254-746-5252,NS,6521,,www.,waterresourcesco.com
2731,ACO ASSOCIATES INC,624 TRAILS PARKWAY,,GARLAND,TX,75043,5/31/2020,5/1/2003,4692318355,SP,6522,,www.,acoassociates.com
2732,AEDIFICA CASE LLC,796 MERUS COURT,,FENTON,MO,63026,5/31/2020,5/1/2003,6363491600,NS,6523,,www.,aedificacase.com
2733,"Casne Engineering, Inc.",3545 Factoria Blvd SE #200,,Bellevue,WA,98006,5/31/2020,5/1/2003,425 522 1000,NS,6529,,www.,casne.com
2734,Jack Evans & Associates Inc DBA JEAcoustics,4407 Medical Parkway,,Austin,TX,78756,5/31/2020,5/1/2003,5123710800,NS,6534,,www.,jeacoustics.com
2735,K Friese & Associates Inc,1120 S Capital of Texas Hwy,City View 2 Ste 100,Austin,TX,78746,5/31/2020,5/1/2003,5123381704,NS,6535,,www.,kfriese.com
2736,PIPELINE ANALYSIS LLC,1115 Main Street,,Garland,TX,75040,5/31/2020,5/1/2003,9724790655,NS,6538,,www.,linkedin.com
2737,ROCKY STEVENS PE,11611 W Airport Blvd,Suite H-285,Meadows Place,TX,77477,5/31/2020,5/1/2003,713-725-7685,SP,6540,,www.,BADQUERY
2738,"William D. Jensen & Associates DBA W D Jensen, Consultants",2001 Pembroke Dr.,,Ft. Worth,TX,76110,5/31/2020,5/1/2003,972 399 1212,SP,6546,,www.,manta.com
2739,WILLIAM E PAYNE & ASSOCIATES INC,P. O. Box 825,,Elizabeth,CO,80107,5/31/2020,5/1/2003,303 790 9019,NS,6547,,www.,mapquest.com
2740,DEWBERRY ENGINEERS INC.,ATTN  CORP LEGAL GROUP,8401 ARLINGTON BLVD,FAIRFAX,VA,22031,5/31/2020,5/1/2003,703-849-0247,NS,6548,,www.,dewberry.com
2741,A & M Engineering & Environmental Services Inc,10010 E 16th St,,Tulsa,OK,74128,5/31/2020,5/8/2003,918 665 6575,NS,6549,,www.,aandmengineering.com
2742,"GHD Engineering Group, Inc.",2055 Niagara Falls Blvd #3,,Niagara Falls,NY,14304,5/31/2020,5/8/2003,716 297 6150,NS,6558,,www.,ghd.com
2743,DP-NXA Consultants LLC DBA DP-NXA,"6100 Western Place, Ste. 500",,Ft. Worth,TX,76107,5/31/2020,5/8/2003,8177638274,NS,6561,,www.,dpnxa.com
2744,KENNETH W CLINE CONSULTING ENGINEER,8339 FM 2710,,LINDALE,TX,75771,5/31/2020,5/8/2003,903 882 6085,SP,6565,,www.,engineerlookup.com
2745,ROBERT LEE DBA LEE ENGINEERING,P O BOX 10523,,MIDLAND,TX,79702,5/31/2020,5/8/2003,4326821251,SP,6567,,www.,linkedin.com
2746,Gregory W Miller DBA Miller Engineering Services,2205 Barnett Dr.,,Cedar Park,TX,78613,5/31/2020,5/8/2003,5129865396,SP,6568,,www.,jurispro.com
2747,Hopes Creek Consulting DBA Hopes Creek Engineering,P.O. Box 11426,,College Station,TX,77842,5/31/2020,5/8/2003,979 599 2597,SP,6572,,www.,hopescreekconsulting.com
2748,SCA Engineers Inc,12511 Emily Ct,,Sugar Land,TX,77478,5/31/2020,5/8/2003,7137797252,NS,6574,,www.,scaengineers.com
2749,"Seneca Fire Engineering, LLC",1205 Johnson Ferry Road,Suite 136-400,Marietta,GA,30068,5/31/2020,5/8/2003,770 587 2444,SP,6575,,www.,acecga.org
2750,STRUCTURAL ENGINEERING SERVICES (KOUROSH MAREFAT),355 EAST CAMBRIDGE LN,,NICHOLASVILLE,KY,40356,5/31/2020,5/8/2003,859 277 4830,NS,6578,,www.,porch.com
2751,The Alex Group LLC,2761 E Trinity Mills Rd Ste 108,,Carrollton,TX,75006,5/31/2020,5/8/2003,972-820-6400,NS,6580,,www.,thealexgroup.net
2752,ASSURANCE ENGINEERING INC,1700 RAINBOW DR,,RICHARDSON,TX,75081-4611,5/31/2020,5/16/2003,9722381212,NS,6585,,www.,manta.com
2753,CSD&D Engineering,10510 Sand Pass Lane,,Houston,TX,77064,5/31/2020,5/16/2003,281 257 1804,SP,6587,,www.,linkedin.com
2754,Qualls & Associates Inc,14870 Holly Leaf Drive,,Frisco,TX,75035,5/31/2020,5/16/2003,2147620323,SP,6588,,www.,opencorporates.com
2755,"GAI CONSULTANTS, INC",618 E SOUTH STREET,STE 700,ORLANDO,PA,32801,5/31/2020,5/16/2003,407 423 8398,NS,6591,,www.,gaiconsultants.com
2756,GUINN & ASSOCIATES ENGINEERS,P.O. Box 45,,SUGAR LAND,TX,77487,5/31/2020,5/16/2003,2812427207,SP,6593,,www.,linkedin.com
2757,"HTK Consultants, Inc.",450 Gears Rd. Ste. 125,,Houston,TX,77067,5/31/2020,5/16/2003,281 320 8269,NS,6595,,www.,htkconsultants.com
2758,MALCOLM & ASSOCIATES LLC,20614 DENFORD CT,,KATY,TX,77450,5/31/2020,5/16/2003,2814336910,NS,6599,,www.,yellowpages.com
2759,WESTERN WOOD STRUCTURES INC,P O BOX 130,,TUALATIN,OR,97062,5/31/2020,5/16/2003,5036926900,NS,6604,,www.,westernwoodstructures.com
2760,BERRY ENGINEERING COMPANY,138 Aster Clow Circle,,Conroe,TX,77304,5/31/2020,5/23/2003,9795753457,SP,6608,,www.,berryengineering.com
2761,"American Civil Engineering Services, LP",P O Box 3220,,Conroe,TX,77305-3220,5/31/2020,5/23/2003,9367603260,NS,6610,,www.,americances.com
2762,"Civil Consultants, Inc. DBA Civil Consultants of  AL, Inc.",3528 Vann  Rd Ste 105,,Birmingham,AL,35235,5/31/2020,5/23/2003,205 655 1991,NS,6612,,www.,ccipe.com
2763,"Environeering Inc. DBA Environeering, Inc.",16100 Carinway,Ste 320,HOUSTON,TX,77084,5/31/2020,5/23/2003,832 674 8800,NS,6614,,www.,linkedin.com
2764,G M HORTON JR BUILDING ENGINEERING & DESIGN INC,121 SOUTH SHORE,,AMARILLO,TX,79118,5/31/2020,5/23/2003,8066220045,SP,6615,,www.,linkedin.com
2765,"L & L Engineers and Planners, Inc.",6316 FM 1004 WEST,,KIRBYVILLE,TX,75956,5/31/2020,5/23/2003,4094239704,NS,6619,,www.,manta.com
2766,"LK Architecture, Inc.",P.O. Box 1094,,Wichita,KS,67201,5/31/2020,5/23/2003,316 268 0230,NS,6620,,www.,lk-architecture.com
2767,"SEBESTA ENGINEERING, LLC",POB 1893,,ANGLETON,TX,77516,5/31/2020,5/23/2003,979 848 6443,SP,6626,,www.,manta.com
2768,TERRA CONSULTING GROUP LTD,600 BUSSE HWY,,PARK RIDGE,IL,60068,5/31/2020,5/23/2003,847-698-6400,NS,6627,,www.,terraltd.com
2769,COHERENT TECHNOLOGIES INC,1002 E ANGELINA ST,,PALESTINE,TX,75801,5/31/2020,5/30/2003,9037234244,NS,6629,,www.,coherent-tech.com
2770,"Contek Solutions, LLC","6221 Chapel Hill Blvd., Ste. 300",,Plano,TX,75093,5/31/2020,5/30/2003,469 467 8296,NS,6630,,www.,contekllc.com
2771,L & G ENGINEERING LABORATORY LLC DBA L & G  LABORATORY,2100 W EXPRESSWAY 83,,MERCEDES,TX,78570,5/31/2020,5/30/2003,9565650760,NS,6633,,www.,safer.fmcsa.dot.gov
2772,INSIGHT ENGINEERING LP,"1331 Gemini, Suite 102",,HOUSTON,TX,77058,5/31/2020,5/30/2003,2812829002,SP,6637,,www.,facebook.com
2773,"ROBERT L WRIGHT & ASSOCIATES INC DBA Robert L. Wright & Associates, Inc.",5418 Creekbend,,HOUSTON,TX,77096,5/31/2020,5/30/2003,7135222210,NS,6640,,www.,rlwa.net
2774,"Structural Integrity Associates, Inc.","5215 Hellyer Ave, Suite 210",,San Jose,TX,95138,5/31/2020,5/30/2003,408-978-8200,NS,6641,,www.,structint.com
2775,Terry L. Steele Consulting Engineer,12914 New Parkland Dr.,,Herndon,VA,20171,5/31/2020,5/30/2003,7034357661,SP,6642,,www.,altoonamirror.com
2776,W J Barnet PE DBA WJB SP,201 Rabern Court #1419,,Belton,TX,76513,5/31/2020,5/30/2003,2549391920,SP,6643,,www.,link.springer.com
2777,W. TOM WITHERSPOON CONSULTING ENGINEER,537 E. POLK,,RICHARDSON,TX,75081,5/31/2020,5/30/2003,214 202 5780,SP,6644,,www.,yelp.com
2778,Kiewit Engineering Group Inc.,8900 Renner Blvd,,Lenexa,KS,66219,6/30/2020,6/6/2003,913-928-7000,NS,6649,,www.,kiewit.com
2779,HOOVER & KEITH INC,11381 MEADOWGLEN LN STE I,,HOUSTON,TX,77082,6/30/2020,6/6/2003,2814969876,NS,6656,,www.,hoover-keith.com
2780,IEI OF TX INC DBA INTERSTATES ENGINEERING INC,1400 7th Ave NE,,SIOUX CENTER,IA,51250,6/30/2020,6/6/2003,712 722 1664,NS,6657,,www.,interstates.com
2781,Ince Engineering LLC,2507 Silent Shore Ct,,Richmond,TX,77406,6/30/2020,6/6/2003,8323446604,NS,6660,,www.,porch.com
2782,"Jim L. Farmer, P.E. PLLC DBA Jim L. Farmer, P.E. PLLC",618 ATHENIA WAY,,DUNCANVILLE,TX,75137,6/30/2020,6/6/2003,972-670-2897,SP,6661,,www.,manta.com
2783,Oleg A Barsky PE,8026 Albin Lane,,Houston,TX,77071,6/30/2020,6/6/2003,7134465743,SP,6668,,www.,BADQUERY
2784,Poole Fire Protection Inc,19910 W 161st St,,Olathe,KS,66062,6/30/2020,6/6/2003,9138298650,NS,6671,,www.,poolefire.com
2785,PRIME ENGINEERING INC,3715 Northside Pkwy NW,"Building 300, Suite 200",ATLANTA,GA,30327,6/30/2020,6/6/2003,4044257100,NS,6672,,www.,prime-eng.com
2786,Salinas Engineering Corporation DBA Salinas Engineering & Associates,2221 Daffodil Ave,,McAllen,TX,78501-6159,6/30/2020,6/6/2003,956 682 9081,NS,6675,,www.,facebook.com
2787,THE WARREN GROUP INC,PO BOX 1608,,IRMO,SC,29063,6/30/2020,6/6/2003,803-732-6600,NS,6677,,www.,warrenforensics.com
2788,VERITAS ADVISORY GROUP INC,1601 ELM ST STE 3600,,DALLAS,TX,75201,6/30/2020,6/6/2003,214 720 1995,NS,6680,,www.,veritasag.com
2789,"Weir International, Inc.",1431 Opus Pl #210,,Downers Grove,IL,60515,6/30/2020,6/6/2003,630 968 5400,NS,6683,,www.,weirintl.com
2790,CARL D WREN PE,3507 CATTLEMAN DR,,MANCHACA,TX,78652-3112,6/30/2020,6/13/2003,5122827205,SP,6686,,www.,salaries.texastribune.org
2791,CASCADE EARTH SCIENCES LTD,3511 PACIFIC BLVD SW,,ALBANY,OR,97321,6/30/2020,6/13/2003,5418126620,NS,6687,,www.,cascade-earth.com
2792,CLIFFORD DIAS PE PC,TWO WALL STREET 520,,NEW YORK,NY,10005,6/30/2020,6/13/2003,2126084811,NS,6690,,www.,diaseng.com
2793,COFFMAN ENGINEERS INC,"1101 2nd Avenue, Suite 400",ATTN: DEDRIE HARPER,SEATTLE,WA,98101,6/30/2020,6/13/2003,206-613-0385,NS,6691,,www.,linkedin.com
2794,"Dwyer Design Group, PC DBA Dwyer Engineering","552 Fort Evans Road, NE",Suite 200,Leesburg,VA,20176,6/30/2020,6/13/2003,7037775988,NS,6693,,www.,dwyer.com
2795,FRANCISCO DAVID OLIVAREZ DBA RIGGING MANAGEMENT SERVICES PLLC,1005 OAK HILL DR,,COLUMBUS,TX,78934,6/30/2020,6/13/2003,7137755397,SP,6694,,www.,facebook.com
2796,Ford Bacon & Davis LLC,c/o S&B Engineers and Constructors Ltd,Attn: Sylvia Anderson - 7825 Park Place Boulevard,Houston,LA,77087,6/30/2020,6/13/2003,713 845 4548,NS,6696,,www.,linkedin.com
2797,"GEEP MECHANICAL ENGINEERING & CONSTRUCTION, INC.",3640 8TH AVE,,FT. WORTH,TX,76110,6/30/2020,6/13/2003,817 926 9693,NS,6699,,www.,linkedin.com
2798,"Hurricane Engineering & Inspection Services, LLP",8115 Highway 6,,Hitchcock,TX,77563,6/30/2020,6/13/2003,409 986 9393,NS,6700,,www.,hurricaneengineering.com
2799,ION DESIGN GROUP LLC,"3839 McKinney Ave, Suite 155-235",,Dallas,TX,75204,6/30/2020,6/13/2003,214-228-0132,NS,6701,,www.,manta.com
2800,"JOHN MILTON CLARK ENGINEERS INC DBA Clark Engineers, Inc.",663 GUILFORD PARK,,CONROE,TX,77302,6/30/2020,6/13/2003,936-273-6200,NS,6703,,www.,clark-engineers.com
2801,"Tom Pardue Company, LLC",P.O. Box 701822,,San Antonio,TX,78270,6/30/2020,6/13/2003,2102136993,SP,6710,,www.,linkedin.com
2802,Kavanaugh Consulting DBA Parkerson Consulting,108 River Oaks Dr,,Wimberley,TX,78676,6/30/2020,6/13/2003,5125877397,SP,6711,,www.,manta.com
2803,Robert Hengst PE,312 Camperdown Elm Dr,,Austin,TX,78748,6/30/2020,6/13/2003,5125675334,SP,6715,,www.,spfcongress.com
2804,ROCHA ENGINEERING,510 NIGHTINGALE BEND,,LAREDO,TX,78045,6/30/2020,6/13/2003,956-701-3514,SP,6716,,www.,linkedin.com
2805,RONALD K BROWN PE,1147 GIBBS ST,,SAN ANTONIO,TX,78202,6/30/2020,6/13/2003,210-264-5985,SP,6717,,www.,manta.com
2806,TENSAR INTERNATIONAL CORPORATION,"2500 NORTHWINDS PKWY., #500",,ALPHARETTA,GA,30009,6/30/2020,6/13/2003,678-281-8612,NS,6721,,www.,tensarcorp.com
2807,Welding & Joining Management Group West Division of Jesse A Grantham Enterprises Inc,3756 Monarch Street,,Frederick,CO,80516,6/30/2020,6/13/2003,3034516759,NS,6727,,www.,wjmg.com
2808,Anderson & Hastings Consultants Inc,12596 W Bayaud Ave Ste 200,,Lakewood,CO,80228,6/30/2020,6/20/2003,303-433-8486,NS,6731,,www.,linkedin.com
2809,"Armour Unsderfer Engineering, Inc., PS",13228 NE 20th Street,Suite 100,Bellevue,WA,98005,6/30/2020,6/20/2003,4256140949,NS,6732,,www.,au-eng.com
2810,"El Paso Machine and Steel Co., Inc. DBA KASCO STRUCTURES, LLC",1600 E 4th Ave,,El Paso,TX,79901,6/30/2020,6/20/2003,915 544 1210,NS,6744,,www.,kascostructures.com
2811,ENCO Consulting Inc,1100 Lakeway Drive,Suite 100,Lakeway,TX,78734,6/30/2020,6/20/2003,512-261-3001,NS,6745,,www.,enco.net.sales41.com
2812,ENGINEERING SOLUTIONS & TECHNOLOGY INC,2828 FOREST LANE,SUITE 2200,DALLAS,TX,75234,6/30/2020,6/20/2003,9729789583,SP,6747,,www.,vastika.com
2813,FDR CONSULTING LLC,4311 La Branch Street,,Houston,TX,77004,6/30/2020,6/20/2003,8324760269,SP,6749,,www.,corporationwiki.com
2814,FRANK J DOYLE ENTERPRISES,7 HICKORY BARK DR,,THE WOODLANDS,TX,77381,6/30/2020,6/20/2003,2812982179,SP,6751,,www.,manta.com
2815,GEOTEL ENGINEERING INC,2906 Ladybird Lane,,DALLAS,TX,75220,6/30/2020,6/20/2003,972-850-2900,NS,6752,,www.,linkedin.com
2816,"GTC Technology U.S., LLC","900 Threadneedle St., Ste. 800",,Houston,TX,77079,6/30/2020,6/20/2003,281 597 4800,NS,6754,,www.,gtctech.com
2817,JAMES T O'CONNOR PE PHD,1200 YAUPON VALLEY RD.,,WEST LAKE HILLS,TX,78746,6/30/2020,6/20/2003,512-471-4645,SP,6756,,www.,mccombs.utexas.edu
2818,"R. JOHN PEPPER, PE DBA JOHN PEPPER, PE",5701 WOODWAY DR STE 346,,HOUSTON,TX,77057,6/30/2020,6/20/2003,713 961 4205,SP,6759,,www.,petroleum-engineer.com
2819,Angelette-Picciola LLC,P O Box 970,,Larose,LA,70373,6/30/2020,6/20/2003,9857987700,NS,6761,,www.,manta.com
2820,QUEBEDEAUX ENGINEERING COMPANY,649 Southline Dr,,Spring Branch,TX,78070,6/30/2020,6/20/2003,210 496 1780,SP,6769,,www.,manta.com
2821,RTE TECHNOLOGIES INC,"7924 FLOYD, STE 100",,OVERLAND PARK,KS,66204,6/30/2020,6/20/2003,9133859783,NS,6772,,www.,rtetech.com
2822,STANLEY D LINDSEY & ASSOCIATES LTD,750 Old Hickory Boulevard,"Building 1, Suite 175",Brentwood,TN,37027,6/30/2020,6/20/2003,6153201735,NS,6775,,www.,sdlal.com
2823,W Charles Perry & Associates,231 W 41st Ave,,San Mateo,CA,94403-4303,6/30/2020,6/20/2003,6506389546,SP,6778,,www.,wcharlesperry.com
2824,"TRIDENT SERVICES, LLC",5005 ALTERNATE 90,,SEGUIN,TX,78155,6/30/2020,6/20/2003,830 303 7523,SP,6780,,www.,manta.com
2825,ABI Enterprises Inc,11415 Sagemorgan Dr,,Houston,TX,77089,6/30/2020,6/27/2003,713 724 4399,SP,6782,,www.,har.com
2826,ALAN KARNER LAMBETH,8874 Chatsworth Dr,,HOUSTON,TX,77024,6/30/2020,6/27/2003,7136688824,SP,6784,,www.,smartbackgroundchecks.com
2827,Aztec Engineering Group Inc,Attn:  Purchasing,4561 E McDowell Rd,Phoenix,AZ,85008,6/30/2020,6/27/2003,602-458-9277,NS,6787,,www.,aztec.us
2828,BENCHMARK ENGINEERING CORPORATION,2401 FOUNTAINVIEW STE 500,,HOUSTON,TX,77057,6/30/2020,6/27/2003,713 266 9930,NS,6788,,www.,manta.com
2829,CARUSO TURLEY SCOTT INC,1215 W. RIO SALADO PKWY,SUITE 200,TEMPE,AZ,85281,6/30/2020,6/27/2003,480-774-1700,NS,6791,,www.,ctsaz.com
2830,EPS CAPTIAL CORP INC,653 CONESTOGA RD,,VILLANOVA,PA,19085,6/30/2020,6/27/2003,6105254438,NS,6793,,www.,epscapital.com
2831,ERIC S RAUSCHUBER & ASSOCIATES,PO BOX 2217,,CEDAR PARK,TX,78630-2217,6/30/2020,6/27/2003,5127500844,SP,6794,,www.,cedarparktexas.gov
2832,EXPRESS FOUNDATION INSPECTION LP,2201 VICKSBURG DR,,SACHSE,TX,75048,6/30/2020,6/27/2003,9724950890,NS,6795,,www.,homeadvisor.com
2833,"Terradyne Engineering, Inc.",350 E. Glade Road,,Euless,TX,76039,6/30/2020,6/27/2003,8178580870,NS,6799,,www.,terradyne.com
2834,"Talon/LPE, LTD.",921 N Bivins St,,Amarillo,TX,79107,6/30/2020,6/27/2003,8064670607,NS,6802,,www.,talonlpe.com
2835,Loadmaster Engineering Inc,6935 Brittmoore Rd,,Houston,TX,77041,6/30/2020,6/27/2003,281 598 7240,NS,6803,,www.,loadmasterur.com
2836,"McLain Engineering, Inc.",1035 PR 1645,,HICO,TX,76457,6/30/2020,6/27/2003,817 223 0868,NS,6805,,www.,opencorporates.com
2837,SS AGUIRRE RPLS PE,POB 3095,,Lake Jackson,TX,77566,6/30/2020,6/27/2003,979 482 3529,SP,6807,,www.,buildzoom.com
2838,THOMAS B BECK PE,2519 TANNEHILL,,HOUSTON,TX,77008,6/30/2020,6/27/2003,713-818-5934,SP,6811,,www.,engineers.texas.gov
2839,"ZRHD, P.C.",1318 N Robinson Ave,,Oklahoma City,OK,73103,6/30/2020,6/27/2003,405 942 8475,NS,6814,,www.,zrhd.net
2840,"Aggreko, LLC",3732 Magnolia St.,,Pearland,TX,77584,7/31/2020,7/3/2003,2812282009,NS,6815,,www.,glassdoor.com
2841,Alta Engineering Ltd,470 Bennett Road,,Elk Grove Village,IL,60007,7/31/2020,7/3/2003,8473571007,NS,6816,,www.,altaengineeringltd.com
2842,"Bulian Engineering, Inc.",145 Los Encinos,,Kerrville,TX,78028,7/31/2020,7/3/2003,2815781136,SP,6819,,www.,manta.com
2843,"Champ-East Consulting Engineers, Inc",P O Box 1590,,Bellaire,TX,77402-1590,7/31/2020,7/3/2003,713 829 0020,SP,6822,,www.,porch.com
2844,IDCUS Inc.,"15915 Katy Freeway, Ste. 300",,Houston,TX,77094,7/31/2020,7/3/2003,7135415591,NS,6825,,www.,idcus.com
2845,GEOPIER FOUNDATION COMPANY,2500 Northwinds Pkwy #500,,Alpharetta,NC,30009,7/31/2020,7/3/2003,770 344 2090,NS,6826,,www.,manta.com
2846,"Mohammad H. Shomalzadeh DBA H & P Engineering & Construction, Inc.","8460 Centrall Mall Dr., Suite M",,Port Arthur,TX,77642,7/31/2020,7/3/2003,4094666304,SP,6827,,www.,hp-engineering-builder-inc.business.site
2847,HARRIS GROUP INC,2601 4th Ave Suite 400,,SEATTLE,WA,98121,7/31/2020,7/3/2003,2064949400,NS,6828,,www.,harrisgroup.com
2848,"Loring Consulting Engineers, Inc. DBA Loring Consulting Engineers","21 Pennsylvania Plaza, 14th Floor",@ 360 W. 31st Street,New York,NY,10001-2727,7/31/2020,7/3/2003,2125637400,NS,6831,,www.,mapquest.com
2849,JVAN JACK MCGUIRE JR PE,2804 Paddington Drive,,PLANO,TX,75093,7/31/2020,7/3/2003,972.403.1564,SP,6832,,www.,buzzfile.com
2850,KEEVA LC,4706 State Highway 31 West,,Tyler,TX,75709,7/31/2020,7/3/2003,9728812349,SP,6833,,www.,keeva.net
2851,LACHEL & ASSOCIATES INC,9800 JEB Stuart Pkwy #200,,Glen Allen,VA,23059,7/31/2020,7/3/2003,804 264 3222,NS,6835,,www.,manta.com
2852,MICHAEL QUINN & ASSOCIATES PC,6767 Peachtree Industrial Blvd.,Suite P,Norcross,GA,30092,7/31/2020,7/3/2003,7704520744,NS,6840,,www.,acecga.org
2853,PICKERING FIRM INC,ATTN:  Beverly Pogue,6775 LENOX CENTER COURT STE 300,MEMPHIS,TN,38115,7/31/2020,7/3/2003,901-726-0810,NS,6844,,www.,pickeringinc.com
2854,"Pipingsolutions , Inc",6219 Brittmoore Road,,Houston,TX,77041-5114,7/31/2020,7/3/2003,713 849 3366,NS,6845,,www.,linkedin.com
2855,ROBERT JONES PE DBA ROBERT JONES ENGINEERING,5301 South 44th St,,Rogers,AR,72758,7/31/2020,7/3/2003,479.936.7598,SP,6846,,www.,manta.com
2856,"Shad McDaniel, P.E., R.P.L.S. DBA -OO- Engineering & Surveying",P O Box 941,,Dalhart,TX,79022,7/31/2020,7/3/2003,806-333-6520,SP,6848,,www.,galvestontx.gov
2857,WAN ENGINEERING INC,3519 MARONEAL,,HOUSTON,TX,77025,7/31/2020,7/3/2003,7135229297,NS,6849,,www.,porch.com
2858,WHITE ROCK CONSULTANTS,10812 Ridge Spring Dr.,,Dallas,TX,75218,7/31/2020,7/3/2003,214 221 5474,SP,6850,,www.,whiterockconsultants.com
2859,ARP ENGINEERING INC,PO BOX 587,,MONROE,NC,28111-0587,7/31/2020,7/11/2003,7042250079,NS,6855,,www.,manta.com
2860,Feldt Consulting Engineers Inc,10601 Pecan Park Blvd.,Suite 301-B,Austin,TX,78750,7/31/2020,7/11/2003,512 583 1399,NS,6856,,www.,manta.com
